Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
85,comm,comm/J_Exp_Bot/PMC5853479.nxml,5853479,284070760,10.1093/jxb/erx067,2017,,17,Diagram generated using BioVenn,BioVenn,,SM3270,software,577,BioVenn,BioVenn,CRAN Index,CRAN,https://cran.r-project.org/web/packages/BioVenn/index.html,Create Area-Proportional Venn Diagrams from Biological Lists,[None],GPL-3,,TRUE,"<pre>
  @Article{,
    title = {BioVenn--an R and Python package for the comparison and
      visualization of biological lists using area-proportional Venn
      diagrams},
    author = {{Hulsen} and {Tim}},
    journal = {Data Science},
    volume = {4},
    number = {1},
    pages = {51--61},
    year = {2021},
    publisher = {IOS Press},
    url = {https://dx.doi.org/10.3233/DS-210032},
  }
</pre>",BioVenn,BioVenn,Github API,https://github.com/cran/BioVenn,:exclamation: This is a read-only mirror of the CRAN R package repository.  BioVenn — Create Area-Proportional Venn Diagrams from Biological Lists  ,https://github.com/cran/BioVenn,,TRUE,BioVenn,BioVenn,Pypi Index,Pypi,https://pypi.org/project/BioVenn,BioVenn: Create Area-Proportional Venn Diagrams from Biological Lists,['https://www.biovenn.nl'],OSI Approved :: GNU General Public License v3 (GPLv3),[None],TRUE,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,PHP,,,OK,
86,,,,,10.1038/s41598-020-73168-z,2020,Sub-nanometer resolution UEM,0,"6 pC, we numerically maximize the monochromator efficiency via GPT simulation",GPT,,SM12105,software,2177,,,,,,,,,,,,GPT,GPT,Github API,https://github.com/baidu/GPT,,https://github.com/baidu/GPT,Apache-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,SP,Y,N,N,Y,,,,OK,"General Particle Tracer (GPT) simulation, https://www.pulsar.nl/gpt/"
87,comm,comm/AoB_Plants/PMC4086424.nxml,4086424,249469430,10.1093/aobpla/plu028,2014,tab_caption,1,"Sig., significance of the QTL was determined by the fitqtl method in R/qtl at **P < 0.05 and *P < 0.1.",R/qtl,,SM51427,software,1100,,,,,,,,,,,,R/qtl,qtl,Github API,https://github.com/kbroman/qtl,R/qtl: A QTL mapping environment,https://github.com/kbroman/qtl,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,R,,,OK,
88,comm,comm/Sci_Rep/PMC5740155.nxml,5740155,292697340,10.1038/s41598-017-17852-7,2017,,3,"The maps were redrawn from CC-BY open access allowed maps (DEX WEB: http://www.dex.ne.jp/download/map/) using Adobe Illustrator CS6 (ver 16.0.4, Serial 1543-0405-8063-3771-4051-0742).",Adobe Illustrator CS6,,SM257066,software,348,,,,,,,,,,,,Adobe Illustrator CS6,illustrator-scripts,Github API,https://github.com/walston/illustrator-scripts,Adobe Illustrator CC (-or- CS6) scripts. Some used specifically for color separation or tech-packing,https://github.com/walston/illustrator-scripts,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
89,comm,comm/Algorithms_Mol_Biol/PMC2679019.nxml,2679019,193860980,10.1186/1748-7188-4-7,2009,Methods,28,"The main functions in the R libraries are as follows: justPlier for PLIER, vsnrma for VSN, q.farms for FARMS, mmgmos for mmgMOS, expresso for MBEI (PM only model), gcrma for GCRMA, mas5 for MAS, rma for RMA, expresso and the R codes available in [37] for DFW, RP for RP, modt.stat for modT, sam.stat for samT, shrinkt.stat for shrinkT, IBMT for ibmT [38], and pumaComb and pumaDE for PPLR [19].",PLIER,,SM37035,software,922,,,,,,,,,,,,PLIER,PLIER,Github API,https://github.com/wgmao/PLIER,Pathway-Level Information Extractor (PLIER): a generative model for gene expression data,https://github.com/wgmao/PLIER,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,NA,Y,N,N,Y,,,,OK,"Algorithm, not software"
90,comm,comm/Aging_(Albany_NY)/PMC7185098.nxml,7185098,322823340,10.18632/aging.102966,2020,Microarray datasets analysis,25,RMA log expression units were calculated using ‘affy’ package for the R statistical programming language,affy,,SM16439,software,3483,,,,,,,,,,,,affy,affy,Github API,https://github.com/D-Avramenko/affy,For my football association,https://github.com/D-Avramenko/affy,,TRUE,,,,,,,,,,,affy,affy,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/affy.html,Methods for Affymetrix Oligonucleotide Arrays,[''],LGPL (>= 2.0),,TRUE,https://doi.org/doi:10.18129/B9.bioc.affy,affy,affy,SciCrunch API,https://scicrunch.org/browse/resources/SCR_012835,Software R package of functions and classes for the analysis of oligonucleotide arrays manufactured by Affymetrix. Used to process probe level data and for exploratory oligonucleotide array analysis.,['http://www.bioconductor.org/packages/release/bioc/html/affy.html'],"['https://bio.tools/affy,', 'https://bio.tools/affy,', 'https://bio.tools/affy']",[None],TRUE,SCR_012835,"['http://www.ncbi.nlm.nih.gov/pubmed/14960456', '(affy, RRID:SCR_012835)']","['affy - methods for affymetrix oligonucleotide arrays', 'affy']",NAM,SN,Y,N,N,Y,R,,,OK,
91,,,,,10.1038/s41598-019-53345-5,2019,Methods,4,"For both PEAR-2 and PEAR studies, a change in BP from the start to the end of the antihypertensive treatment (Posttreatment BP – Pretreatment BP) was defined as the diastolic and systolic BP response",PEAR,,SM15092,software,2547,,,,,,,,,,,,PEAR,PEAR,Github API,https://github.com/tseemann/PEAR,Pair-End AssembeR,https://github.com/tseemann/PEAR,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,PEAR,PEAR,SciCrunch API,https://scicrunch.org/browse/resources/SCR_003776,"Software for an ultrafast, memory-efficient and highly accurate pair-end read merger. It is fully parallelized and can run with as low as just a few kilobytes of memory.",['http://www.exelixis-lab.org/software.html'],[],[None],TRUE,SCR_003776,"[nan, '(PEAR, RRID:SCR_003776)']","['pear: pair-end read merger', 'pair-end read merger', 'pear']",NAM,NA,Y,,,Y,,,,OK,Pharmacogenomic Evaluation of Antihypertensive Responses (PEAR) study
92,,,,,10.1152/ajpheart.00945.2020,2021,GRANTS,0,"This research was performed within the framework of PREDICT II (Predicting sudden cardiac arrest 2) of the Dutch Cardiovascular Alliance (DCVA), funded by the Public Private Partnership Grant of the Dutch Heart Foundation (2018B015)",PREDICT,,SM4218,software,5260,,,,,,,,,,,,PREDICT,predictionio,Github API,https://github.com/apache/predictionio,"PredictionIO, a machine learning server for developers and ML engineers.",https://github.com/apache/predictionio,Apache-2.0,FALSE,PREDICT,PREDICT,Pypi Index,Pypi,https://pypi.org/project/PREDICT,Predict: a Radiomics Extensive Digital Interchangable Classification Toolkit.,['https://github.com/Svdvoort/PREDICTFastr'],OSI Approved :: Apache Software License,['https://github.com/Svdvoort/PREDICTFastr'],TRUE,,,,,,,,,,,,PREDICT,PREDiCT,SciCrunch API,https://scicrunch.org/browse/resources/SCR_015517,"Patient database that contains EEG data sets, executable tasks, and computational tools.",['http://predictsite.com'],[],[None],FALSE,SCR_015517,"[nan, '(PREDiCT, RRID:SCR_015517)']","['patient repository for eeg data and computational tools (predict)', 'patient repository for eeg data and computational tools', 'predict']",NAM,NA,N,,,Y,,,,OK,"Framework of PREDICT II (Predicting sudden cardiac arrest 2) of the Dutch Cardiovascular Alliance (DCVA),"
93,,,,,10.1080/1091367X.2013.841701,2014,Phase I: Instrument Development,19, This dyad stream then was entered into NodeXL,NodeXL,,SM96248,software,1213,,,,,,,,,,,,NodeXL,NodeXL,Github API,https://github.com/harshil-yadav-by/NodeXL,,https://github.com/harshil-yadav-by/NodeXL,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
94,non_comm,non_comm/Cell_Res/PMC3945884.nxml,3945884,243663370,10.1038/cr.2013.172,2014,"Crystallization, data collection and structural determination",18,The nickel sites were located using SHELXD from Bijvoet differences in the Ni-SAD data,SHELXD,,SM931,software,1000,,,,,,,,,,,,SHELXD,Sagasu,Github API,https://github.com/co2e14/Sagasu,SHELXD grid search and substructure solution analysis,https://github.com/co2e14/Sagasu,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
95,,,,,10.1093/nar/gkt938,2014,Classifier stability across multiple data sets,0,"To test different aspects of classifier stability, we trained Inferelator on 16 different data/parameter sets and cMonkey on 4 (",Inferelator,,SM95726,software,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
96,,,,,10.1002/ece3.2160,2016,Materials and Methods,11,"Nonmetric multidimensional scaling (NMDS package: vegan R, Oksanen et al",vegan R,,SM45307,software,264,,,,,,,,,,,,vegan R,vegan,Github API,https://github.com/vegandevs/vegan,"R package for community ecologists: popular ordination methods, ecological null models & diversity analysis",https://github.com/vegandevs/vegan,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRO,SN,Y,N,N,Y,R,,,OK,
97,,,,,10.1016/j.celrep.2017.09.045,2017,Results,0,"To label and isolate endogenous Arc protein, we engineered knockin mice (Arc",Arc,,SM29631,software,4273,,,,,,,,,,,,Arc,Arc,Github API,https://github.com/Anuken/Arc,A Java game development framework based off of libGDX. ,https://github.com/Anuken/Arc,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,NA,Y,,,Y,,,,OK,Name of a protein
98,comm,comm/BMC_Evol_Biol/PMC2880984.nxml,2880984,204596300,10.1186/1471-2148-10-135,2010,Data mining,44,Subset databases were constructed to reduce the computational burden of performing a HMMER3 search against the complete NCBI nucleotide and EST databases,HMMER3,,SM6118,software,3342,,,,,,,,,,,,HMMER3,HmmPy,Github API,https://github.com/EnzoAndree/HmmPy,A Pure-Python parser of HMMER3 output,https://github.com/EnzoAndree/HmmPy,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
99,comm,comm/BMC_Genomics/PMC4470036.nxml,4470036,259975410,10.1186/s12864-015-1450-3,2015,RNA expression analyses,62,Raw expression data from all experiments were normalized using the R library Frozen Robust Multiarray Analysis (fRMA) method [44],R library,,SM28202,software,813,,,,,,,,,,,,R library,react-testing-library,Github API,https://github.com/testing-library/react-testing-library,?? Simple and complete React DOM testing utilities that encourage good testing practices.,https://github.com/testing-library/react-testing-library,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,N,N,N,Y,R,,,OK,"""using the R library Frozen Robust Multiarray Analysis (fRMA) method [44]. """
100,comm,comm/Inj_Prev/PMC6839727.nxml,6839727,297789930,10.1136/injuryprev-2018-042743,2019,Data analysis,5,The cause of death was assigned using the validated SmartVA automated algorithm.15–17 The SmartVA was run on all deaths aged 1–14 years and unintentional drowning deaths identified using this run were used in this analysis,SmartVA,,SM40404,software,596,,,,,,,,,,,,SmartVA,SmartVA,Github API,https://github.com/rwardD4H/SmartVA,,https://github.com/rwardD4H/SmartVA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,10.1038/s41598-020-74710-9,2020,paper_abstract,0," Our study includes a comparison of three modern architectures: VGG16, ResNet-152, and DenseNet-121",VGG16,,SM48794,software,1507,,,,,,,,,,,,VGG16,VGG16,Github API,https://github.com/msyim/VGG16,A PyTorch implementation of VGG16.  This could be considered as a variant of the original VGG16 since BN layers are added after each conv. layer,https://github.com/msyim/VGG16,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,10.1080/00963402.2022.2038907,2022,,32,"Due to New START limitations, Russia appears to have been forced to reduce the warhead loading on some of its missiles to less than maximum capacity",START,,SM3812,software,10358,,,,,,,,,,,,START,phonegap-start,Github API,https://github.com/phonegap/phonegap-start,PhoneGap Hello World app,https://github.com/phonegap/phonegap-start,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,START,START,SciCrunch API,https://scicrunch.org/browse/resources/SCR_009394,"Software application that finds starting points for MCMC analysis performed on large, complex pedigrees and polymorphic markers. (entry from Genetic Analysis Software)",['http://www.stat.osu.edu/~statgen/SOFTWARE/START/'],[],[None],TRUE,SCR_009394,"[nan, '(START, RRID:SCR_009394)']",['start'],,,,,,,,,,,
103,comm,comm/PLoS_Comput_Biol/PMC5747461.nxml,5747461,292448260,10.1371/journal.pcbi.1005898,2017,Availability,36,"The corresponding R package, providing a remote access to MAGPIE, is available at https://github.com/christbald/magpie_api_r.",MAGPIE,,SM94988,software,457,,,,,,,,,,,,MAGPIE,Magpie,Github API,https://github.com/Blinue/Magpie,?????????,https://github.com/Blinue/Magpie,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,comm,comm/PLoS_One/PMC5464667.nxml,5464667,285949570,10.1371/journal.pone.0179338,2017,The AtDRTS promoters are differentially active and AtDRTS1 is controlled also by intragenic regions,29,"Also in the case of AtDRTS2 the IMEter analysis revealed high scores for the first and second intron, which are both included in the promoter construct (Fig 3A), whereas in the case of AtDRTS3 a high score was observed for the first intron, which is located downstream to the ATG and is absent in the promoter construct",IMEter,,SM165006,software,440,,,,,,,,,,,,IMEter,iMeter_wpf,Github API,https://github.com/landynice/iMeter_wpf,????????,https://github.com/landynice/iMeter_wpf,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,comm,comm/eLife/PMC6158006.nxml,6158006,302221090,10.7554/eLife.39932,2018,Microscopy,71,"For deconvolution of images, the softWoRx software package of DeltaVision was used",DeltaVision,,SM60575,software,1124,,,,,,,,,,,,DeltaVision,96Boards-Camera,Github API,https://github.com/Kevin-WSCU/96Boards-Camera,96Boards camera support from Deltavison :,https://github.com/Kevin-WSCU/96Boards-Camera,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,comm,comm/Invest_Ophthalmol_Vis_Sci/PMC8383902.nxml,8383902,344159870,10.1167/iovs.62.10.22,2021,fig_caption,0,"JTK algorithm, KEGG analysis, PSEA, and time series clustering analysis were used to determine the circadian transcriptional landscape of daily rhythmic genes",PSEA,,SM54250,software,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSEA,PSEA,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/PSEA.html,Population-Specific Expression Analysis.,[''],Artistic-2.0,,TRUE,https://doi.org/doi:10.18129/B9.bioc.PSEA,,,,,,,,,,,,,,,,,,,,,,,
107,comm,comm/Front_Cardiovasc_Med/PMC7738466.nxml,7738466,333445170,10.3389/fcvm.2020.586236,2020,Radiomics Feature Extraction,12,"We considered all features available in Pyradiomics including older versions in an effort to provide robustness insights for features, that although currently considered deprecated, were largely used in the past.",Pyradiomics,,SM30206,software,1635,,,,,,,,,,,,Pyradiomics,pyradiomics,Github API,https://github.com/AIM-Harvard/pyradiomics,Open-source python package for the extraction of Radiomics features from 2D and 3D images and binary masks. Support: https://discourse.slicer.org/c/community/radiomics,https://github.com/AIM-Harvard/pyradiomics,BSD-3-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,10.1007/s13353-020-00538-8,2020,Patients and methods,24,HSF: ??3,HSF,,SM17688,software,546,,,,,,,,,,,,HSF,hsf.github.io,Github API,https://github.com/HSF/hsf.github.io,HEP Software Foundation github site,https://github.com/HSF/hsf.github.io,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,10.3389/fvets.2021.657525,2021,Whole Tissue 3D Imaging,24,"The OpenSPIM whose name means the power to make changes in any research work, is a microscope, which uses a computer software on the Fiji open access platform (?Manager), along with the open accessibility of microscopic hardware and provides researchers the ability to make changes to microscopic components in order to enhance the image quality of the microscope and does not require the use of a different types of microscope for different studies (",?Manager,,SM2935,software,574,,,,,,,,,,,,?Manager,micromanager,Github API,https://github.com/DusterTheFirst/micromanager,?manager - A suite of utilities for managing realtime embedded navigation systems,https://github.com/DusterTheFirst/micromanager,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,10.3233/JIFS-179190,2019,Analysis of game intelligence behavior,3,The Unity3D game engine conference is booming,Unity3D,,SM282,software,2167,,,,,,,,,,,,Unity3D,Unity3D,Github API,https://github.com/UnicornForest/Unity3D,Unity3D Syntax Highlighting (C# & JavaScript),https://github.com/UnicornForest/Unity3D,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,10.1101/2021.07.12.452124,2021,fig_caption,4,"(a) Input variable importance of top 8 waste types in the TPOT model across different time lags (0, 1, 3, 5, 10, 20, 30 days)",TPOT,,SM106168,software,1127,,,,,,,,,,,,TPOT,TPOT,Github API,https://github.com/srivatsan88/TPOT,TPOT Sample,https://github.com/srivatsan88/TPOT,,TRUE,TPOT,TPOT,Pypi Index,Pypi,https://pypi.org/project/TPOT,Tree-based Pipeline Optimization Tool,['https://github.com/EpistasisLab/tpot'],OSI Approved :: GNU Lesser General Public License v3 (LGPLv3),['https://github.com/EpistasisLab/tpot'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,10.1084/jem.20181635,2020,Statistical analysis,0," Hierarchical clustering algorithms were run with Partek software or “R” (The R Foundation for Statistical Computing, version 3",Partek,,SM16778,software,4003,,,,,,,,,,,,Partek,Parteku1,Github API,https://github.com/Parteku1/Parteku1,Config files for my GitHub profile.,https://github.com/Parteku1/Parteku1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,10.1038/s41598-021-88724-4,2021,Immunohistochemistry and pathological analysis,0," The software captured stained lesions on the samples, and the total area was automatically calculated by WinROOF",WinROOF,,SM27441,software,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,comm,comm/Eur_J_Hum_Genet/PMC7382451.nxml,7382451,322032020,10.1038/s41431-020-0605-0,2020,,9,"We therefore feel we must retract the statements made in the Abstract and manuscript respectively that “PrediXcan and MetaXcan generally produce more reliable results than FUSION”, “PrediXcan/MetaXcan models predict expression slightly more accurately”, and “PrediXcan and MetaXcan were consistently seen to be more robust than FUSION”.",FUSION,,SM33794,software,1161,,,,,,,,,,,,FUSION,VINS-Fusion,Github API,https://github.com/HKUST-Aerial-Robotics/VINS-Fusion,An optimization-based multi-sensor state estimator,https://github.com/HKUST-Aerial-Robotics/VINS-Fusion,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,comm,comm/Sci_Rep/PMC6218500.nxml,6218500,303972140,10.1038/s41598-018-34507-3,2018,,14,(B) Mean signal intensities calculated by using Image-J software,Image-J,,SM2516,software,3069,,,,,,,,,,,,Image-J,JavaScript-Load-Image,Github API,https://github.com/blueimp/JavaScript-Load-Image,"Load images provided as File or Blob objects or via URL. Retrieve an optionally scaled, cropped or rotated HTML img or canvas element. Use methods to parse image metadata to extract IPTC and Exif tags as well as embedded thumbnail images, to overwrite the Exif Orientation value and to restore the complete image header after resizing.",https://github.com/blueimp/JavaScript-Load-Image,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,comm,comm/Int_J_Mol_Sci/PMC6928633.nxml,6928633,317952880,10.3390/ijms20236007,2019,4.7. Data Processing and Multivariate Statistical Analysis,26,"The resulting data were exported to an Excel file, and statistical analysis was performed using SIMCA-P+ software (version 12.0, Umetrics, Umea, Sweden) to compare metabolites among samples",SIMCA-P+,,SM27050,software,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,comm,comm/Epigenetics_Chromatin/PMC6069558.nxml,6069558,300683660,10.1186/s13072-018-0212-2,2018,RNA-seq,21,Downstream analysis was performed using custom Perl and R scripts.,custom Perl,,SM25194,software,354,,,,,,,,,,,,custom Perl,perl,Github API,https://github.com/binary-com/perl,Custom compiled perl for Binary.com,https://github.com/binary-com/perl,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,comm,comm/Front_Immunol/PMC6190870.nxml,6190870,303568760,10.3389/fimmu.2018.02280,2018,Epitope prediction,18,This pipeline predicts; (i) B-cell epitopes using LBtope (30) (ii) MHC class II binders using ProPred (31) (iii) T-cell epitopes using CTLpred (32) and (iv) vaccine adjuvant using VaxinPAD (1).,ProPred,,SM1448,software,683,,,,,,,,,,,,ProPred,CookieViz,Github API,https://github.com/LINCnil/CookieViz,CookieViz est un outil de visualisation qui permet de mesurer l'impact des cookies lors de votre propre navigation.,https://github.com/LINCnil/CookieViz,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,comm,comm/BMC_Bioinformatics/PMC3040530.nxml,3040530,212109830,10.1186/1471-2105-11-S12-S4,2010,Instantiating and controlling a cloud cluster,8,The CloudMan web interface allows ‘growing’ the size of the persistent data volume associated with a cluster,CloudMan,,SM83943,software,242,,,,,,,,,,,,CloudMan,CloudMan,Github API,https://github.com/cernops/CloudMan,cloudman resource manager (Aldebaran release),https://github.com/cernops/CloudMan,Apache-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,comm,comm/Sci_Rep/PMC4882614.nxml,4882614,272301090,10.1038/srep26755,2016,Demographic history,37,The result of Bayesian skyline plot was checked and analyzed using Tracer version 1.4?56 with a burn-in of 10%,Tracer,,SM682,software,9698,,,,,,,,,,,,Tracer,Tracer,Github API,https://github.com/SideChannelMarvels/Tracer,Set of Dynamic Binary Instrumentation and visualization tools for execution traces.,https://github.com/SideChannelMarvels/Tracer,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,Tracer,Tracer,SciCrunch API,https://scicrunch.org/browse/resources/SCR_019121,"Open source software tool for analysing trace files generated by Bayesian MCMC runs. Software package for visualising and analysing MCMC trace files generated through Bayesian phylogenetic inference. Provides kernel density estimation, multivariate visualisation, demographic trajectory reconstruction, conditional posterior distribution summary and more.",['https://bioweb.pasteur.fr/packages/pack@Tracer@v1.6'],"['https://github.com/beast-dev/tracer,', 'http://gensoft.pasteur.fr/docs/Tracer/v1.6,', 'http://beast.community/tracer,', 'https://github.com/beast-dev/tracer/releases/tag/v1.7.1']",['https://github.com/beast-dev/tracer/releases/tag/v1.7.1'],TRUE,SCR_019121,"['http://www.ncbi.nlm.nih.gov/pubmed/29718447', '(Tracer, RRID:SCR_019121)']",['tracer'],,,,,,,,,,,
121,,,,,http://dx.plos.org/10.1371/journal.pone.0024583,2011,Performance on completely independent test data,2,"To evaluate the prediction sensitivity and specificity of MultiMiTar compared to TargetMiner, the area under the curve (AUC) has been computed",TargetMiner,,SM29997,software,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,10.1534/g3.118.200870,2018,RNA data analysis:,3,Bash and Perl scripts were developed to parse the DEGs and RPKM data,Bash,,SM32837,software,473,,,,,,,,,,,,Bash,bash-it,Github API,https://github.com/Bash-it/bash-it,A community Bash framework.,https://github.com/Bash-it/bash-it,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Bash,Bash,SciCrunch API,https://scicrunch.org/browse/resources/SCR_021268,"GNU Project shell. Sh-compatible shell that incorporates useful features from Korn shell (ksh) and the C shell (csh). Improvements offered by Bash include command-line editing,\\nunlimited size command history,job control,shell functions and aliases,indexed arrays of unlimited size,integer arithmetic in any base from two to sixty four.",['https://www.gnu.org/software/bash/'],[],[None],TRUE,SCR_021268,"[nan, '(Bash, RRID:SCR_021268)']","['lymphocyte antigen 57', 'src homology 2 domain-containing leukocyte protein of 65 kda', 'slp65', 'b-cell adapter containing a src homology 2 domain protein', 'cytoplasmic adapter protein', 'b-cell linker protein', 'b-cell adapter containing a sh2 domain protein', 'slp-65', 'blnk', 'ly57', 'bash']",,,,,,,,,,,
123,,,,,10.1371/journal.pone.0144019,2015,Materials and Methods,6,Volumetric evaluation was performed using an Advantage Workstation 4,Advantage Workstation,,SM22630,software,702,,,,,,,,,,,,Advantage Workstation,DeskPot,Github API,https://github.com/rocco8620/DeskPot,An open implementation of a desktop workstation honeypot to fool/prank colleagues working in the information security industry that wants to take advantage of your juicy unlocked workstation while you are away.,https://github.com/rocco8620/DeskPot,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,10.1016/j.stem.2021.01.016,2021,Bioinformatics methods,8,Heatmap and metagene plots were generated with deeptools (version 3,deeptools,,SM32715,software,2858,,,,,,,,,,,,deeptools,deeptools,Github API,https://github.com/nttg8100/deeptools,Tutorial for using deeptools,https://github.com/nttg8100/deeptools,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,10.1371/journal.pcbi.1004041,2015,Example application to a simulated dataset,3,ClonalFrameML was then applied to this simulated dataset using the ML phylogeny (,ClonalFrameML,,SM57660,software,1018,,,,,,,,,,,,ClonalFrameML,ClonalFrameML,Github API,https://github.com/xavierdidelot/ClonalFrameML,ClonalFrameML: Efficient Inference of Recombination in Whole Bacterial Genomes,https://github.com/xavierdidelot/ClonalFrameML,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,comm,comm/Virol_J/PMC3312847.nxml,3312847,223482670,10.1186/1743-422X-9-49,2012,Data analysis,37,"Alignments between sequences were analyzed using DNA Star software (DNASTAR, Inc, version 7.0)",DNA Star,,SM1210,software,351,,,,,,,,,,,,DNA Star,js-rna-transcription,Github API,https://github.com/simplonco/js-rna-transcription,"Write a program that, given a DNA strand, returns its RNA complement (per RNA transcription).",https://github.com/simplonco/js-rna-transcription,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,comm,comm/J_Cell_Mol_Med/PMC4224550.nxml,4224550,253272900,10.1111/jcmm.12468,2014,"Stack alignment, segmentation and 3D presentation",6,Stacks of images were also loaded in VirtualDub v1.10.4 (Lee A.) software 25 as sequence of numbered JPEG files and converted to video file.,VirtualDub,,SM15065,software,439,,,,,,,,,,,,VirtualDub,VirtualDub,Github API,https://github.com/KGE-INC/VirtualDub,Copy of VirtualDub Sources,https://github.com/KGE-INC/VirtualDub,GPL-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
